subject,exp_num,score,modality
70,1,0.818181818181818,NO
70,1,0.0795454545454545,BO
71,1,0.125,HE
71,1,0.136363636363636,LE
71,1,0.386363636363636,NO
71,1,0.352272727272727,BO
72,1,0.147727272727273,HE
72,1,0.193181818181818,LE
72,1,0.261363636363636,NO
72,1,0.397727272727273,BO
73,1,0.193181818181818,HE
73,1,0.0113636363636364,LE
73,1,0.772727272727273,NO
73,1,0.0227272727272727,BO
74,1,0.386363636363636,HE
74,1,0.0113636363636364,LE
74,1,0.602272727272727,NO
74,1,0,BO
75,1,0.0795454545454545,HE
75,1,0.0681818181818182,LE
75,1,0.772727272727273,NO
75,1,0.0795454545454545,BO
76,1,0,HE
76,1,0.0454545454545455,LE
76,1,0.909090909090909,NO
76,1,0.0454545454545455,BO
77,2,0.0340909090909091,HE
77,2,0,LE
77,2,0.875,NO
77,2,0.0909090909090909,BO
78,2,0.159090909090909,HE
78,2,0.0795454545454545,LE
78,2,0.75,NO
78,2,0.0113636363636364,BO
79,2,0.125,HE
79,2,0.0113636363636364,LE
79,2,0.818181818181818,NO
79,2,0.0454545454545455,BO
80,2,0.113636363636364,HE
80,2,0.0340909090909091,LE
80,2,0.806818181818182,NO
80,2,0.0454545454545455,BO
81,2,0.0681818181818182,HE
81,2,0.0454545454545455,LE
81,2,0.840909090909091,NO
81,2,0.0454545454545455,BO
82,2,0.261363636363636,HE
82,2,0.0681818181818182,LE
82,2,0.590909090909091,NO
82,2,0.0795454545454545,BO
83,2,0.0681818181818182,HE
83,2,0.0340909090909091,LE
83,2,0.840909090909091,NO
83,2,0.0568181818181818,BO
84,2,0.181818181818182,HE
84,2,0,LE
84,2,0.795454545454545,NO
84,2,0.0227272727272727,BO
85,2,0.204545454545455,HE
85,2,0.0340909090909091,LE
85,2,0.704545454545455,NO
85,2,0.0568181818181818,BO
86,2,0.25,HE
86,2,0,LE
86,2,0.75,NO
86,2,0,BO
87,2,0.147727272727273,HE
87,2,0.170454545454545,LE
87,2,0.636363636363636,NO
87,2,0.0454545454545455,BO
88,2,0.272727272727273,HE
88,2,0,LE
88,2,0.704545454545455,NO
88,2,0.0227272727272727,BO
89,2,0.295454545454545,HE
89,2,0,LE
89,2,0.704545454545455,NO
89,2,0,BO
90,2,0.0909090909090909,HE
90,2,0.0568181818181818,LE
90,2,0.784090909090909,NO
90,2,0.0681818181818182,BO
91,2,0.136363636363636,HE
91,2,0.0909090909090909,LE
91,2,0.613636363636364,NO
91,2,0.159090909090909,BO
92,2,0.0795454545454545,HE
92,2,0.0113636363636364,LE
92,2,0.897727272727273,NO
92,2,0.0113636363636364,BO
93,2,0.340909090909091,HE
93,2,0.0568181818181818,LE
93,2,0.545454545454545,NO
93,2,0.0568181818181818,BO
94,2,0.0454545454545455,HE
94,2,0,LE
94,2,0.954545454545455,NO
94,2,0,BO
95,2,0.215909090909091,HE
95,2,0.102272727272727,LE
95,2,0.625,NO
95,2,0.0568181818181818,BO
96,2,0.0681818181818182,HE
96,2,0.0113636363636364,LE
96,2,0.829545454545455,NO
96,2,0.0909090909090909,BO
97,2,0.397727272727273,HE
97,2,0.0113636363636364,LE
97,2,0.590909090909091,NO
97,2,0,BO
98,2,0.0568181818181818,HE
98,2,0.102272727272727,LE
98,2,0.602272727272727,NO
98,2,0.238636363636364,BO
99,2,0.397727272727273,HE
99,2,0.0113636363636364,LE
99,2,0.556818181818182,NO
99,2,0.0340909090909091,BO
100,2,0.272727272727273,HE
100,2,0,LE
100,2,0.715909090909091,NO
100,2,0.0113636363636364,BO
101,2,0.0795454545454545,HE
101,2,0.0795454545454545,LE
101,2,0.806818181818182,NO
101,2,0.0340909090909091,BO
102,2,0.0340909090909091,HE
102,2,0.0113636363636364,LE
102,2,0.920454545454545,NO
102,2,0.0340909090909091,BO
103,2,0.0909090909090909,HE
103,2,0.0568181818181818,LE
103,2,0.829545454545455,NO
103,2,0.0227272727272727,BO
104,2,0.125,HE
104,2,0.0454545454545455,LE
104,2,0.761363636363636,NO
104,2,0.0681818181818182,BO
105,2,0.159090909090909,HE
105,2,0.0454545454545455,LE
105,2,0.75,NO
105,2,0.0454545454545455,BO
106,2,0.181818181818182,HE
106,2,0.0227272727272727,LE
106,2,0.795454545454545,NO
106,2,0,BO
107,2,0.284090909090909,HE
107,2,0.0909090909090909,LE
107,2,0.454545454545455,NO
107,2,0.170454545454545,BO
108,2,0.170454545454545,HE
108,2,0.0340909090909091,LE
108,2,0.75,NO
108,2,0.0454545454545455,BO
109,2,0.0795454545454545,HE
109,2,0.0568181818181818,LE
109,2,0.795454545454545,NO
109,2,0.0681818181818182,BO
110,2,0,HE
110,2,0.102272727272727,LE
110,2,0.681818181818182,NO
110,2,0.215909090909091,BO
111,2,0.147727272727273,HE
111,2,0.0681818181818182,LE
111,2,0.761363636363636,NO
111,2,0.0227272727272727,BO
112,2,0.102272727272727,HE
112,2,0.0454545454545455,LE
112,2,0.829545454545455,NO
112,2,0.0227272727272727,BO
113,2,0.329545454545455,HE
113,2,0.0568181818181818,LE
113,2,0.545454545454545,NO
113,2,0.0681818181818182,BO
114,2,0.261363636363636,HE
114,2,0.0340909090909091,LE
114,2,0.670454545454545,NO
114,2,0.0340909090909091,BO
115,2,0.0454545454545455,HE
115,2,0.0340909090909091,LE
115,2,0.784090909090909,NO
115,2,0.136363636363636,BO
116,2,0.0795454545454545,HE
116,2,0,LE
116,2,0.920454545454545,NO
116,2,0,BO
117,2,0.261363636363636,HE
117,2,0.102272727272727,LE
117,2,0.511363636363636,NO
117,2,0.125,BO
118,2,0.0340909090909091,HE
118,2,0,LE
118,2,0.943181818181818,NO
118,2,0.0227272727272727,BO
119,2,0.0681818181818182,HE
119,2,0.204545454545455,LE
119,2,0.602272727272727,NO
119,2,0.125,BO
120,2,0.0227272727272727,HE
120,2,0.125,LE
120,2,0.772727272727273,NO
120,2,0.0795454545454545,BO
121,2,0.397727272727273,HE
121,2,0,LE
121,2,0.602272727272727,NO
121,2,0,BO
122,2,0.0340909090909091,HE
122,2,0.125,LE
122,2,0.795454545454545,NO
122,2,0.0454545454545455,BO
123,2,0.136363636363636,HE
123,2,0,LE
123,2,0.863636363636364,NO
123,2,0,BO
124,2,0.136363636363636,HE
124,2,0.125,LE
124,2,0.727272727272727,NO
124,2,0.0113636363636364,BO
125,2,0.0795454545454545,HE
125,2,0.0340909090909091,LE
125,2,0.840909090909091,NO
125,2,0.0454545454545455,BO
126,2,0.0454545454545455,HE
126,2,0.102272727272727,LE
126,2,0.761363636363636,NO
126,2,0.0909090909090909,BO
127,2,0.125,HE
127,2,0,LE
127,2,0.715909090909091,NO
127,2,0.159090909090909,BO
128,2,0.363636363636364,HE
128,2,0.0454545454545455,LE
128,2,0.545454545454545,NO
128,2,0.0454545454545455,BO
129,2,0.295454545454545,HE
129,2,0.0795454545454545,LE
129,2,0.579545454545455,NO
129,2,0.0454545454545455,BO
130,2,0.329545454545455,HE
130,2,0.0909090909090909,LE
130,2,0.454545454545455,NO
130,2,0.125,BO
131,2,0.204545454545455,HE
131,2,0.0113636363636364,LE
131,2,0.625,NO
131,2,0.159090909090909,BO
132,2,0.306818181818182,HE
132,2,0.0340909090909091,LE
132,2,0.568181818181818,NO
132,2,0.0909090909090909,BO
133,2,0.0454545454545455,HE
133,2,0.0113636363636364,LE
133,2,0.920454545454545,NO
133,2,0.0227272727272727,BO
134,2,0.0568181818181818,HE
134,2,0.0681818181818182,LE
134,2,0.772727272727273,NO
134,2,0.102272727272727,BO
135,2,0.352272727272727,HE
135,2,0,LE
135,2,0.636363636363636,NO
135,2,0.0113636363636364,BO
136,2,0.170454545454545,HE
136,2,0.0681818181818182,LE
136,2,0.761363636363636,NO
136,2,0,BO
137,2,0.136363636363636,HE
137,2,0.0227272727272727,LE
137,2,0.818181818181818,NO
137,2,0.0227272727272727,BO
138,2,0.147727272727273,HE
138,2,0.0227272727272727,LE
138,2,0.681818181818182,NO
138,2,0.147727272727273,BO
139,2,0.272727272727273,HE
139,2,0.0113636363636364,LE
139,2,0.636363636363636,NO
139,2,0.0795454545454545,BO
140,2,0.0568181818181818,HE
140,2,0.0568181818181818,LE
140,2,0.784090909090909,NO
140,2,0.102272727272727,BO
141,2,0.181818181818182,HE
141,2,0.0340909090909091,LE
141,2,0.75,NO
141,2,0.0340909090909091,BO
142,2,0.159090909090909,HE
142,2,0,LE
142,2,0.829545454545455,NO
142,2,0.0113636363636364,BO
143,2,0.295454545454545,HE
143,2,0.0227272727272727,LE
143,2,0.659090909090909,NO
143,2,0.0227272727272727,BO
144,2,0.329545454545455,HE
144,2,0.0113636363636364,LE
144,2,0.647727272727273,NO
144,2,0.0113636363636364,BO
145,2,0.352272727272727,HE
145,2,0.0227272727272727,LE
145,2,0.375,NO
145,2,0.25,BO
146,2,0.102272727272727,HE
146,2,0,LE
146,2,0.886363636363636,NO
146,2,0.0113636363636364,BO
147,2,0.306818181818182,HE
147,2,0.0568181818181818,LE
147,2,0.579545454545455,NO
147,2,0.0568181818181818,BO
148,2,0.136363636363636,HE
148,2,0.0113636363636364,LE
148,2,0.852272727272727,NO
148,2,0,BO
149,3,0.0795454545454545,HE
149,3,0.0681818181818182,LE
149,3,0.829545454545455,NO
149,3,0.0227272727272727,BO
150,3,0.181818181818182,HE
150,3,0.0909090909090909,LE
150,3,0.681818181818182,NO
150,3,0.0454545454545455,BO
151,3,0.0795454545454545,HE
151,3,0.136363636363636,LE
151,3,0.75,NO
151,3,0.0340909090909091,BO
152,3,0.0681818181818182,HE
152,3,0,LE
152,3,0.920454545454545,NO
152,3,0.0113636363636364,BO
153,3,0.215909090909091,HE
153,3,0,LE
153,3,0.772727272727273,NO
153,3,0.0113636363636364,BO
154,3,0.125,HE
154,3,0.0340909090909091,LE
154,3,0.818181818181818,NO
154,3,0.0227272727272727,BO
155,3,0.159090909090909,HE
155,3,0.0681818181818182,LE
155,3,0.693181818181818,NO
155,3,0.0795454545454545,BO
156,3,0.113636363636364,HE
156,3,0.0909090909090909,LE
156,3,0.602272727272727,NO
156,3,0.193181818181818,BO
157,3,0.0113636363636364,HE
157,3,0.0340909090909091,LE
157,3,0.602272727272727,NO
157,3,0.352272727272727,BO
158,3,0.0681818181818182,HE
158,3,0.125,LE
158,3,0.545454545454545,NO
158,3,0.261363636363636,BO
159,3,0,HE
159,3,0.0454545454545455,LE
159,3,0.829545454545455,NO
159,3,0.125,BO
160,3,0.204545454545455,HE
160,3,0.0454545454545455,LE
160,3,0.715909090909091,NO
160,3,0.0340909090909091,BO
161,3,0.193181818181818,HE
161,3,0,LE
161,3,0.795454545454545,NO
161,3,0.0113636363636364,BO
162,3,0.215909090909091,HE
162,3,0.0681818181818182,LE
162,3,0.715909090909091,NO
162,3,0,BO
163,3,0.0568181818181818,HE
163,3,0.215909090909091,LE
163,3,0.715909090909091,NO
163,3,0.0113636363636364,BO
164,3,0.0568181818181818,HE
164,3,0.0681818181818182,LE
164,3,0.715909090909091,NO
164,3,0.159090909090909,BO
165,3,0.0909090909090909,HE
165,3,0.0113636363636364,LE
165,3,0.863636363636364,NO
165,3,0.0340909090909091,BO
166,3,0.181818181818182,HE
166,3,0.0227272727272727,LE
166,3,0.715909090909091,NO
166,3,0.0795454545454545,BO
167,3,0.0909090909090909,HE
167,3,0.102272727272727,LE
167,3,0.772727272727273,NO
167,3,0.0340909090909091,BO
168,3,0.0909090909090909,HE
168,3,0.113636363636364,LE
168,3,0.727272727272727,NO
168,3,0.0681818181818182,BO
169,3,0.0568181818181818,HE
169,3,0.0454545454545455,LE
169,3,0.840909090909091,NO
169,3,0.0568181818181818,BO
170,3,0.0454545454545455,HE
170,3,0.0340909090909091,LE
170,3,0.875,NO
170,3,0.0454545454545455,BO
171,3,0.147727272727273,HE
171,3,0.0795454545454545,LE
171,3,0.727272727272727,NO
171,3,0.0454545454545455,BO
172,3,0.318181818181818,HE
172,3,0.0681818181818182,LE
172,3,0.590909090909091,NO
172,3,0.0227272727272727,BO
173,3,0.261363636363636,HE
173,3,0,LE
173,3,0.727272727272727,NO
173,3,0.0113636363636364,BO
174,3,0.170454545454545,HE
174,3,0.0568181818181818,LE
174,3,0.75,NO
174,3,0.0227272727272727,BO
175,3,0.0227272727272727,HE
175,3,0.0227272727272727,LE
175,3,0.863636363636364,NO
175,3,0.0909090909090909,BO
176,3,0.215909090909091,HE
176,3,0.0454545454545455,LE
176,3,0.727272727272727,NO
176,3,0.0113636363636364,BO
177,3,0.181818181818182,HE
177,3,0,LE
177,3,0.818181818181818,NO
177,3,0,BO
178,3,0.136363636363636,HE
178,3,0.113636363636364,LE
178,3,0.738636363636364,NO
178,3,0.0113636363636364,BO
179,3,0.136363636363636,HE
179,3,0,LE
179,3,0.863636363636364,NO
179,3,0,BO
180,3,0.261363636363636,HE
180,3,0.0909090909090909,LE
180,3,0.477272727272727,NO
180,3,0.170454545454545,BO
181,3,0.170454545454545,HE
181,3,0.0113636363636364,LE
181,3,0.806818181818182,NO
181,3,0.0113636363636364,BO
182,3,0.0681818181818182,HE
182,3,0.147727272727273,LE
182,3,0.761363636363636,NO
182,3,0.0227272727272727,BO
183,3,0,HE
183,3,0.0568181818181818,LE
183,3,0.840909090909091,NO
183,3,0.102272727272727,BO
184,3,0.227272727272727,HE
184,3,0,LE
184,3,0.772727272727273,NO
184,3,0,BO
185,3,0.125,HE
185,3,0.113636363636364,LE
185,3,0.738636363636364,NO
185,3,0.0227272727272727,BO
186,3,0.159090909090909,HE
186,3,0.0568181818181818,LE
186,3,0.738636363636364,NO
186,3,0.0454545454545455,BO
187,3,0.147727272727273,HE
187,3,0.0340909090909091,LE
187,3,0.795454545454545,NO
187,3,0.0227272727272727,BO
188,3,0.181818181818182,HE
188,3,0,LE
188,3,0.818181818181818,NO
188,3,0,BO
189,3,0.0454545454545455,HE
189,3,0,LE
189,3,0.818181818181818,NO
189,3,0.136363636363636,BO
190,3,0.159090909090909,HE
190,3,0.0454545454545455,LE
190,3,0.613636363636364,NO
190,3,0.181818181818182,BO
191,3,0.227272727272727,HE
191,3,0.0909090909090909,LE
191,3,0.659090909090909,NO
191,3,0.0227272727272727,BO
192,3,0.193181818181818,HE
192,3,0.0113636363636364,LE
192,3,0.761363636363636,NO
192,3,0.0340909090909091,BO
193,3,0.170454545454545,HE
193,3,0.125,LE
193,3,0.670454545454545,NO
193,3,0.0340909090909091,BO
194,3,0.0681818181818182,HE
194,3,0.147727272727273,LE
194,3,0.75,NO
194,3,0.0340909090909091,BO
195,3,0.147727272727273,HE
195,3,0.0909090909090909,LE
195,3,0.670454545454545,NO
195,3,0.0909090909090909,BO
196,3,0.227272727272727,HE
196,3,0,LE
196,3,0.772727272727273,NO
196,3,0,BO
197,3,0.0227272727272727,HE
197,3,0.170454545454545,LE
197,3,0.693181818181818,NO
197,3,0.113636363636364,BO
198,3,0.125,HE
198,3,0.113636363636364,LE
198,3,0.715909090909091,NO
198,3,0.0454545454545455,BO
199,3,0.204545454545455,HE
199,3,0.0568181818181818,LE
199,3,0.715909090909091,NO
199,3,0.0227272727272727,BO
200,3,0.0909090909090909,HE
200,3,0.170454545454545,LE
200,3,0.659090909090909,NO
200,3,0.0795454545454545,BO
201,3,0.215909090909091,HE
201,3,0.0340909090909091,LE
201,3,0.704545454545455,NO
201,3,0.0454545454545455,BO
202,3,0.159090909090909,HE
202,3,0.136363636363636,LE
202,3,0.693181818181818,NO
202,3,0.0113636363636364,BO
203,3,0.0227272727272727,HE
203,3,0.0681818181818182,LE
203,3,0.659090909090909,NO
203,3,0.25,BO
204,3,0.0909090909090909,HE
204,3,0.0454545454545455,LE
204,3,0.727272727272727,NO
204,3,0.136363636363636,BO
205,3,0.102272727272727,HE
205,3,0.0568181818181818,LE
205,3,0.75,NO
205,3,0.0909090909090909,BO
206,3,0.0568181818181818,HE
206,3,0.147727272727273,LE
206,3,0.738636363636364,NO
206,3,0.0568181818181818,BO
207,3,0.102272727272727,HE
207,3,0.147727272727273,LE
207,3,0.647727272727273,NO
207,3,0.102272727272727,BO
208,3,0.0113636363636364,HE
208,3,0.0340909090909091,LE
208,3,0.875,NO
208,3,0.0795454545454545,BO
209,3,0.113636363636364,HE
209,3,0.113636363636364,LE
209,3,0.772727272727273,NO
209,3,0,BO
210,3,0.159090909090909,HE
210,3,0.0113636363636364,LE
210,3,0.829545454545455,NO
210,3,0,BO
211,3,0.0795454545454545,HE
211,3,0.170454545454545,LE
211,3,0.727272727272727,NO
211,3,0.0227272727272727,BO
212,3,0.227272727272727,HE
212,3,0.0340909090909091,LE
212,3,0.579545454545455,NO
212,3,0.159090909090909,BO
213,3,0.0795454545454545,HE
213,3,0.0568181818181818,LE
213,3,0.806818181818182,NO
213,3,0.0568181818181818,BO
214,3,0.170454545454545,HE
214,3,0.0454545454545455,LE
214,3,0.727272727272727,NO
214,3,0.0568181818181818,BO
215,3,0.204545454545455,HE
215,3,0.0340909090909091,LE
215,3,0.704545454545455,NO
215,3,0.0568181818181818,BO
216,3,0.0340909090909091,HE
216,3,0.0795454545454545,LE
216,3,0.852272727272727,NO
216,3,0.0340909090909091,BO
217,3,0.136363636363636,HE
217,3,0.0340909090909091,LE
217,3,0.738636363636364,NO
217,3,0.0909090909090909,BO
218,3,0.0340909090909091,HE
218,3,0,LE
218,3,0.920454545454545,NO
218,3,0.0454545454545455,BO
219,3,0.0454545454545455,HE
219,3,0,LE
219,3,0.647727272727273,NO
219,3,0.306818181818182,BO
220,3,0.0909090909090909,HE
220,3,0.0909090909090909,LE
220,3,0.761363636363636,NO
220,3,0.0568181818181818,BO
221,3,0.159090909090909,HE
221,3,0.0568181818181818,LE
221,3,0.715909090909091,NO
221,3,0.0681818181818182,BO
222,3,0.261363636363636,HE
222,3,0.0568181818181818,LE
222,3,0.636363636363636,NO
222,3,0.0454545454545455,BO
223,3,0.0681818181818182,HE
223,3,0.0340909090909091,LE
223,3,0.863636363636364,NO
223,3,0.0340909090909091,BO
224,3,0.0454545454545455,HE
224,3,0.181818181818182,LE
224,3,0.738636363636364,NO
224,3,0.0340909090909091,BO
225,3,0.0340909090909091,HE
225,3,0.0113636363636364,LE
225,3,0.931818181818182,NO
225,3,0.0227272727272727,BO
226,3,0.102272727272727,HE
226,3,0.0909090909090909,LE
226,3,0.681818181818182,NO
226,3,0.125,BO
227,3,0.204545454545455,HE
227,3,0.0681818181818182,LE
227,3,0.693181818181818,NO
227,3,0.0340909090909091,BO
228,3,0,HE
228,3,0.0454545454545455,LE
228,3,0.761363636363636,NO
228,3,0.193181818181818,BO
229,3,0.102272727272727,HE
229,3,0.136363636363636,LE
229,3,0.636363636363636,NO
229,3,0.125,BO
230,3,0.0113636363636364,HE
230,3,0.193181818181818,LE
230,3,0.784090909090909,NO
230,3,0.0113636363636364,BO
231,3,0.0681818181818182,HE
231,3,0.125,LE
231,3,0.670454545454545,NO
231,3,0.136363636363636,BO
232,4,0.0681818181818182,HE
232,4,0,LE
232,4,0.931818181818182,NO
232,4,0,BO
233,4,0.409090909090909,HE
233,4,0,LE
233,4,0.590909090909091,NO
233,4,0,BO
234,4,0.0454545454545455,HE
234,4,0,LE
234,4,0.886363636363636,NO
234,4,0.0681818181818182,BO
235,4,0.0454545454545455,HE
235,4,0,LE
235,4,0.954545454545455,NO
235,4,0,BO
236,4,0.0454545454545455,HE
236,4,0,LE
236,4,0.954545454545455,NO
236,4,0,BO
237,4,0.181818181818182,HE
237,4,0.0454545454545455,LE
237,4,0.704545454545455,NO
237,4,0.0681818181818182,BO
238,4,0.0454545454545455,HE
238,4,0,LE
